id;origen;final;status;reason;distance;duration
52-38;52;38;200;OK;1673.9;416.0
17-47;17;47;200;OK;2005.9;487.7
141-117;141;117;200;OK;3993.5;798.7
63-84;63;84;200;OK;3065.3;673.3
56-168;56;168;200;OK;3288.6;709.1
5-163;5;163;200;OK;769.6;157.1
1-134;1;134;200;OK;2013.8;424.4
57-17;57;17;200;OK;2378.2;538.8
98-13;98;13;200;OK;1713.0;366.9
45-174;45;174;200;OK;1706.0;493.8
25-46;25;46;200;OK;2166.0;497.8
26-48;26;48;200;OK;1659.4;443.6
132-4;132;4;200;OK;2742.4;696.8
132-128;132;128;200;OK;4742.7;961.8
19-171;19;171;200;OK;3304.6;672.1
8-149;8;149;200;OK;2609.3;521.8
43-163;43;163;200;OK;3046.2;614.9
93-96;93;96;200;OK;1259.8;257.0
5-6;5;6;200;OK;45.1;12.1
2-132;2;132;200;OK;2797.8;576.5
145-83;145;83;200;OK;5987.8;1197.5
63-122;63;122;200;OK;1908.2;404.2
159-149;159;149;200;OK;1631.6;340.8
45-59;45;59;200;OK;2525.0;601.6
167-82;167;82;200;OK;5101.3;1032.6
142-65;142;65;200;OK;5266.2;1053.2
24-17;24;17;200;OK;831.0;204.0
43-132;43;132;200;OK;2706.4;554.5
93-171;93;171;200;OK;1433.8;286.7
99-83;99;83;200;OK;2952.2;590.4
102-67;102;67;200;OK;1402.3;294.7
32-173;32;173;200;OK;4690.0;963.5
132-34;132;34;200;OK;1384.1;292.3
149-95;149;95;200;OK;3586.1;732.1
95-6;95;6;200;OK;1802.7;373.9
91-81;91;81;200;OK;3590.8;739.2
128-52;128;52;200;OK;873.1;194.5
151-118;151;118;200;OK;3583.7;716.7
107-16;107;16;200;OK;2439.2;539.9
10-159;10;159;200;OK;4050.1;818.3
63-76;63;76;200;OK;4394.1;906.7
26-129;26;129;200;OK;2944.0;643.4
99-108;99;108;200;OK;1093.1;218.6
159-16;159;16;200;OK;2983.8;598.6
136-83;136;83;200;OK;2159.5;432.9
32-166;32;166;200;OK;3298.6;664.3
118-132;118;132;200;OK;2651.7;543.6
139-95;139;95;200;OK;4833.4;994.0
1-42;1;42;200;OK;1272.3;274.4
32-94;32;94;200;OK;3047.8;631.0
33-79;33;79;200;OK;3518.9;718.9
83-166;83;166;200;OK;3786.5;757.3
22-165;22;165;200;OK;2687.4;558.2
135-72;135;72;200;OK;3799.1;860.7
82-166;82;166;200;OK;4555.7;923.5
132-26;132;26;200;OK;1665.1;360.6
43-172;43;172;200;OK;7122.7;1431.5
63-142;63;142;200;OK;3636.2;731.0
59-142;59;142;200;OK;3853.1;789.9
83-159;83;159;200;OK;4900.5;981.9
129-129;129;129;200;OK;0;0
112-105;112;105;200;OK;1222.0;244.4
17-149;17;149;200;OK;3244.7;648.9
91-76;91;76;200;OK;2637.3;557.8
96-124;96;124;200;OK;3689.3;742.8
95-167;95;167;200;OK;1421.8;297.8
82-171;82;171;200;OK;4074.8;827.3
135-69;135;69;200;OK;3981.4;869.2
6-93;6;93;200;OK;1964.2;392.8
53-134;53;134;200;OK;725.9;145.2
145-32;145;32;200;OK;3835.8;771.7
2-123;2;123;200;OK;1800.1;369.3
95-76;95;76;200;OK;2381.8;513.9
2-35;2;35;200;OK;430.0;89.7
130-157;130;157;200;OK;1495.7;299.1
99-118;99;118;200;OK;3103.0;620.6
9-135;9;135;200;OK;4773.0;1030.3
156-73;156;73;200;OK;4389.9;877.9
49-43;49;43;200;OK;611.9;136.5
132-27;132;27;200;OK;1576.6;342.2
53-14;53;14;200;OK;3413.4;746.9
91-89;91;89;200;OK;3279.6;677.0
32-89;32;89;200;OK;3571.6;749.0
55-95;55;95;200;OK;2816.7;576.7
1-93;1;93;200;OK;2905.3;583.4
1-51;1;51;200;OK;2290.0;525.2
108-41;108;41;200;OK;3921.9;789.1
63-153;63;153;200;OK;2854.2;574.6
95-112;95;112;200;OK;604.3;138.0
63-47;63;47;200;OK;2609.9;631.0
37-45;37;45;200;OK;986.4;261.8
135-91;135;91;200;OK;3855.2;850.3
162-161;162;161;200;OK;2259.0;451.8
154-106;154;106;200;OK;4012.5;831.8
158-155;158;155;200;OK;2401.8;498.4
45-17;45;17;200;OK;2023.9;410.5
115-163;115;163;200;OK;2271.1;454.2
26-39;26;39;200;OK;1122.2;280.3
169-133;169;133;200;OK;4056.5;841.2
7-161;7;161;200;OK;1893.0;380.6
108-71;108;71;200;OK;2915.4;583.1
154-65;154;65;200;OK;3737.1;776.8
31-74;31;74;200;OK;2953.1;618.0
108-171;108;171;200;OK;1327.1;265.4
99-89;99;89;200;OK;3729.6;745.9
155-17;155;17;200;OK;4377.5;875.5
7-169;7;169;200;OK;937.4;187.5
98-95;98;95;200;OK;609.9;181.0
25-43;25;43;200;OK;1547.7;363.7
172-155;172;155;200;OK;2327.0;465.4
108-115;108;115;200;OK;419.8;84.0
4-5;4;5;200;OK;857.1;309.3
60-23;60;23;200;OK;420.3;131.1
156-149;156;149;200;OK;1618.8;323.8
57-126;57;126;200;OK;1972.4;405.2
95-106;95;106;200;OK;1480.7;309.5
5-149;5;149;200;OK;2255.9;454.3
18-128;18;128;200;OK;3936.7;828.5
59-23;59;23;200;OK;622.9;191.7
149-154;149;154;200;OK;1192.4;248.9
169-145;169;145;200;OK;2468.3;493.6
91-79;91;79;200;OK;2756.8;586.2
27-26;27;26;200;OK;392.1;105.1
13-96;13;96;200;OK;2710.6;547.1
62-91;62;91;200;OK;1073.3;234.4
19-43;19;43;200;OK;2258.1;528.1
15-84;15;84;200;OK;3486.3;697.2
168-122;168;122;200;OK;1787.5;357.5
159-172;159;172;200;OK;2753.9;552.6
13-102;13;102;200;OK;2600.2;534.3
129-53;129;53;200;OK;1118.2;248.9
139-109;139;109;200;OK;4644.5;928.9
107-161;107;161;200;OK;2970.6;596.1
166-66;166;66;200;OK;2066.5;413.6
56-19;56;19;200;OK;1063.2;275.2
130-47;130;47;200;OK;2849.4;706.9
167-106;167;106;200;OK;3256.2;651.2
13-108;13;108;200;OK;1999.5;399.9
45-92;45;92;200;OK;3392.6;711.9
164-153;164;153;200;OK;1247.5;249.5
95-168;95;168;200;OK;2616.9;536.8
43-3;43;3;200;OK;1685.9;364.7
34-1;34;1;200;OK;1909.8;386.5
109-167;109;167;200;OK;740.8;148.2
90-79;90;79;200;OK;1712.8;483.8
112-26;112;26;200;OK;2331.0;473.3
170-155;170;155;200;OK;2078.4;415.7
166-105;166;105;200;OK;1544.0;308.8
59-161;59;161;200;OK;2120.9;445.5
38-135;38;135;200;OK;3331.3;753.8
67-126;67;126;200;OK;3697.3;739.4
153-141;153;141;200;OK;1806.3;361.3
1-137;1;137;200;OK;5622.4;1126.8
118-134;118;134;200;OK;4233.8;846.7
161-159;161;159;200;OK;897.1;181.2
64-114;64;114;200;OK;2514.8;502.9
24-136;24;136;200;OK;3703.8;778.6
117-33;117;33;200;OK;3962.3;792.4
79-84;79;84;200;OK;1357.7;340.4
75-8;75;8;200;OK;3016.9;603.4
153-159;153;159;200;OK;1128.7;241.5
59-45;59;45;200;OK;2579.0;577.4
138-173;138;173;200;OK;728.5;145.7
47-57;47;57;200;OK;283.7;63.8
26-46;26;46;200;OK;1904.6;433.0
48-57;48;57;200;OK;481.1;121.8
2-169;2;169;200;OK;2355.5;474.8
151-86;151;86;200;OK;4717.4;943.4
2-48;2;48;200;OK;1096.5;352.2
52-57;52;57;200;OK;610.2;149.2
41-74;41;74;200;OK;4392.5;947.7
49-74;49;74;200;OK;4229.0;912.3
149-98;149;98;200;OK;3036.9;625.9
57-22;57;22;200;OK;1495.1;382.5
122-44;122;44;200;OK;2725.7;578.9
111-67;111;67;200;OK;2232.3;446.4
123-117;123;117;200;OK;1636.1;332.6
90-64;90;64;200;OK;999.6;199.9
138-86;138;86;200;OK;6419.3;1283.8
157-14;157;14;200;OK;2521.7;507.9
54-135;54;135;200;OK;2193.1;533.6
22-8;22;8;200;OK;1783.9;367.9
115-6;115;6;200;OK;2143.9;428.8
27-15;27;15;200;OK;1109.5;235.5
29-157;29;157;200;OK;3597.1;733.2
20-128;20;128;200;OK;3108.2;621.6
147-163;147;163;200;OK;2508.3;544.5
48-86;48;86;200;OK;1665.6;351.7
126-102;126;102;200;OK;3736.9;761.6
172-172;172;172;200;OK;0;0
130-13;130;13;200;OK;1199.4;239.9
59-59;59;59;200;OK;0;0
99-42;99;42;200;OK;2672.4;556.7
49-63;49;63;200;OK;2599.8;564.3
19-63;19;63;200;OK;1621.7;391.5
1-1;1;1;200;OK;0;0
26-119;26;119;200;OK;2641.7;550.8
42-84;42;84;200;OK;2144.9;441.8
38-134;38;134;200;OK;1601.5;332.2
161-162;161;162;200;OK;1407.2;281.4
57-57;57;57;200;OK;0;0
63-48;63;48;200;OK;2599.9;642.6
160-161;160;161;200;OK;1481.0;308.6
38-38;38;38;200;OK;0;0
32-138;32;138;200;OK;5269.9;1079.5
159-103;159;103;200;OK;3026.2;640.3
2-67;2;67;200;OK;3381.7;680.0
169-166;169;166;200;OK;2117.9;423.6
155-48;155;48;200;OK;5391.7;1216.3
152-113;152;113;200;OK;2760.9;555.3
6-32;6;32;200;OK;1867.8;378.2
64-166;64;166;200;OK;2329.8;465.9
138-114;138;114;200;OK;4901.3;980.2
57-66;57;66;200;OK;3846.7;813.8
63-91;63;91;200;OK;1702.4;420.5
19-129;19;129;200;OK;3316.3;684.9
81-171;81;171;200;OK;3222.2;644.4
16-51;16;51;200;OK;3174.5;710.4
62-65;62;65;200;OK;2659.9;561.0
49-99;49;99;200;OK;3083.5;637.8
123-131;123;131;200;OK;1625.6;325.1
64-82;64;82;200;OK;3666.0;757.5
170-109;170;109;200;OK;2218.4;443.7
57-52;57;52;200;OK;359.7;85.5
154-123;154;123;200;OK;3862.9;794.4
5-16;5;16;200;OK;916.1;186.3
1-43;1;43;200;OK;1126.7;247.0
6-165;6;165;200;OK;1595.6;335.2
37-47;37;47;200;OK;924.8;306.1
74-135;74;135;200;OK;4141.8;920.1
133-49;133;49;200;OK;591.9;132.5
95-162;95;162;200;OK;1554.6;324.3
102-99;102;99;200;OK;1185.0;251.2
38-174;38;174;200;OK;1170.2;398.6
2-45;2;45;200;OK;946.6;294.9
157-168;157;168;200;OK;1653.8;330.7
6-153;6;153;200;OK;2343.0;468.6
99-102;99;102;200;OK;1241.7;262.6
43-57;43;57;200;OK;1302.6;317.7
99-45;99;45;200;OK;2165.8;445.6
173-138;173;138;200;OK;1063.1;212.6
121-161;121;161;200;OK;3003.9;602.8
140-13;140;13;200;OK;4489.3;897.8
106-77;106;77;200;OK;1479.5;295.9
21-99;21;99;200;OK;904.7;186.6
50-9;50;9;200;OK;3555.3;742.2
41-9;41;9;200;OK;3248.3;653.7
48-48;48;48;200;OK;0;0
107-168;107;168;200;OK;2903.0;580.6
158-141;158;141;200;OK;2060.8;421.5
71-54;71;54;200;OK;396.1;98.5
44-52;44;52;200;OK;1708.5;366.6
45-77;45;77;200;OK;3226.9;685.3
45-87;45;87;200;OK;3702.9;780.5
59-95;59;95;200;OK;2396.3;511.6
163-36;163;36;200;OK;3087.2;705.9
10-156;10;156;200;OK;4063.0;824.7
3-17;3;17;200;OK;442.9;88.6
99-14;99;14;200;OK;2272.2;458.0
12-13;12;13;200;OK;341.6;161.4
50-86;50;86;200;OK;2144.2;429.9
99-109;99;109;200;OK;475.3;95.1
134-86;134;86;200;OK;2035.7;407.1
122-2;122;2;200;OK;2835.2;584.2
165-172;165;172;200;OK;3357.3;681.0
102-23;102;23;200;OK;2269.6;494.3
57-24;57;24;200;OK;2147.9;577.2
85-83;85;83;200;OK;1028.6;207.0
123-149;123;149;200;OK;3587.3;717.4
17-83;17;83;200;OK;3960.5;793.4
55-74;55;74;200;OK;2280.3;480.5
109-25;109;25;200;OK;2356.2;495.4
63-139;63;139;200;OK;4402.9;884.3
164-94;164;94;200;OK;3107.5;638.3
163-33;163;33;200;OK;2748.4;549.7
145-134;145;134;200;OK;6117.6;1253.5
169-114;169;114;200;OK;2822.6;564.5
51-23;51;23;200;OK;2747.0;683.1
106-84;106;84;200;OK;3780.8;774.5
159-158;159;158;200;OK;345.3;74.2
99-133;99;133;200;OK;3288.1;725.5
80-128;80;128;200;OK;2298.5;466.0
35-174;35;174;200;OK;1111.0;392.4
150-122;150;122;200;OK;3873.3;777.2
16-163;16;163;200;OK;1318.8;263.7
99-81;99;81;200;OK;3501.8;700.3
35-17;35;17;200;OK;1051.2;215.9
167-153;167;153;200;OK;1771.9;367.0
79-164;79;164;200;OK;4632.0;974.0
25-52;25;52;200;OK;2721.0;623.2
18-132;18;132;200;OK;2028.4;473.1
19-98;19;98;200;OK;1413.8;353.3
19-14;19;14;200;OK;2350.0;484.7
169-153;169;153;200;OK;1986.4;397.3
59-124;59;124;200;OK;1052.3;248.7
86-59;86;59;200;OK;2819.1;583.3
71-57;71;57;200;OK;1246.5;260.0
9-121;9;121;200;OK;2062.9;412.6
49-168;49;168;200;OK;3545.4;728.9
152-171;152;171;200;OK;2502.9;505.1
44-134;44;134;200;OK;1422.3;284.4
168-3;168;3;200;OK;2329.8;502.9
111-9;111;9;200;OK;791.2;158.2
2-89;2;89;200;OK;3543.1;713.6
47-23;47;23;200;OK;2319.9;592.9
82-108;82;108;200;OK;4542.7;954.6
41-34;41;34;200;OK;1254.5;257.1
8-43;8;43;200;OK;2651.5;598.2
115-113;115;113;200;OK;1497.5;302.6
8-79;8;79;200;OK;4000.2;813.8
13-122;13;122;200;OK;1769.8;353.9
4-117;4;117;200;OK;1783.9;484.7
145-161;145;161;200;OK;1444.4;288.9
109-55;109;55;200;OK;3283.5;656.7
83-135;83;135;200;OK;3229.8;721.6
151-69;151;69;200;OK;3800.6;760.1
129-66;129;66;200;OK;4872.5;1024.0
152-14;152;14;200;OK;3668.4;737.2
99-73;99;73;200;OK;1754.0;350.8
55-49;55;49;200;OK;2596.9;537.7
110-157;110;157;200;OK;2475.9;495.2
174-16;174;16;200;OK;2073.4;572.9
61-168;61;168;200;OK;1190.7;238.1
169-42;169;42;200;OK;3128.0;655.5
9-102;9;102;200;OK;1763.1;366.8
170-162;170;162;200;OK;1438.0;287.6
64-67;64;67;200;OK;1941.5;388.3
29-55;29;55;200;OK;2720.4;594.7
166-159;166;159;200;OK;1463.2;294.5
54-136;54;136;200;OK;1718.6;363.0
92-83;92;83;200;OK;3598.1;719.6
123-103;123;103;200;OK;3786.5;757.3
64-102;64;102;200;OK;844.0;183.0
83-102;83;102;200;OK;2185.1;451.2
43-1;43;1;200;OK;2019.1;413.2
55-115;55;115;200;OK;3545.8;709.1
29-82;29;82;200;OK;3726.4;809.5
112-8;112;8;200;OK;1196.0;239.2
137-14;137;14;200;OK;5149.2;1033.4
2-127;2;127;200;OK;3610.4;726.7
54-9;54;9;200;OK;2707.8;572.6
118-136;118;136;200;OK;6039.0;1207.7
174-129;174;129;200;OK;2892.5;744.1
55-143;55;143;200;OK;5989.5;1197.8
159-167;159;167;200;OK;1366.0;303.5
167-164;167;164;200;OK;824.3;164.8
54-115;54;115;200;OK;3332.0;697.4
169-128;169;128;200;OK;4201.2;840.2
19-156;19;156;200;OK;2973.1;605.8
126-84;126;84;200;OK;1410.3;282.1
172-11;172;11;200;OK;4310.4;863.0
131-118;131;118;200;OK;939.1;187.8
105-105;105;105;200;OK;0;0
133-26;133;26;200;OK;2280.8;469.0
63-168;63;168;200;OK;1538.6;311.5
50-31;50;31;200;OK;1956.7;426.6
3-13;3;13;200;OK;1055.3;211.0
46-25;46;25;200;OK;2058.7;441.7
131-15;131;15;200;OK;1185.9;237.2
48-12;48;12;200;OK;2701.4;636.9
122-84;122;84;200;OK;3784.8;790.7
46-4;46;4;200;OK;3397.5;813.1
149-144;149;144;200;OK;2314.8;462.9
72-72;72;72;200;OK;0;0
52-52;52;52;200;OK;0;0
120-12;120;12;200;OK;2086.0;445.5
117-162;117;162;200;OK;3770.8;754.1
84-115;84;115;200;OK;3158.5;631.7
142-162;142;162;200;OK;3187.3;637.4
128-163;128;163;200;OK;4935.8;987.1
49-129;49;129;200;OK;1439.6;328.2
57-97;57;97;200;OK;3124.0;668.9
38-129;38;129;200;OK;1798.8;456.0
67-83;67;83;200;OK;2214.4;442.9
84-65;84;65;200;OK;2897.9;579.5
142-67;142;67;200;OK;6011.7;1202.3
19-45;19;45;200;OK;2143.7;523.9
78-19;78;19;200;OK;3279.8;693.1
30-97;30;97;200;OK;1161.0;232.2
154-142;154;142;200;OK;1389.7;312.1
164-8;164;8;200;OK;2259.4;451.9
54-13;54;13;200;OK;3415.1;719.8
171-67;171;67;200;OK;1758.6;358.6
24-64;24;64;200;OK;1246.2;287.1
2-5;2;5;200;OK;2493.6;515.9
43-116;43;116;200;OK;3511.3;702.2
74-78;74;78;200;OK;439.0;129.8
63-3;63;3;200;OK;771.7;249.4
168-116;168;116;200;OK;1122.6;247.5
34-84;34;84;200;OK;3092.7;620.7
3-129;3;129;200;OK;3221.3;687.2
23-136;23;136;200;OK;3695.5;765.3
134-7;134;7;200;OK;3636.1;732.9
13-26;13;26;200;OK;949.1;197.0
46-102;46;102;200;OK;2795.1;610.4
107-106;107;106;200;OK;1611.7;322.3
57-35;57;35;200;OK;1581.3;380.7
76-113;76;113;200;OK;2520.4;528.2
85-33;85;33;200;OK;1369.4;273.9
15-44;15;44;200;OK;2538.2;537.6
57-27;57;27;200;OK;2369.0;550.6
72-66;72;66;200;OK;2447.6;489.8
35-5;35;5;200;OK;2012.3;436.6
163-164;163;164;200;OK;640.5;128.1
75-17;75;17;200;OK;3859.3;789.2
28-19;28;19;200;OK;1395.8;312.9
94-11;94;11;200;OK;1907.3;392.7
69-35;69;35;200;OK;1913.2;387.3
130-11;130;11;200;OK;761.7;153.3
55-64;55;64;200;OK;1969.6;393.9
77-146;77;146;200;OK;5861.6;1172.3
76-13;76;13;200;OK;4319.4;884.8
27-2;27;2;200;OK;1880.7;396.7
117-117;117;117;200;OK;0;0
64-64;64;64;200;OK;0;0
89-74;89;74;200;OK;1751.5;358.4
104-95;104;95;200;OK;1110.4;264.1
160-121;160;121;200;OK;1468.8;299.3
25-1;25;1;200;OK;1427.1;311.9
75-152;75;152;200;OK;4232.8;846.5
153-11;153;11;200;OK;2436.6;488.3
162-115;162;115;200;OK;1497.7;299.5
86-17;86;17;200;OK;2623.7;524.7
149-142;149;142;200;OK;1169.9;284.0
26-83;26;83;200;OK;3792.4;766.9
166-106;166;106;200;OK;2105.8;421.2
83-45;83;45;200;OK;2059.5;424.4
172-37;172;37;200;OK;5762.6;1204.7
134-9;134;9;200;OK;4143.1;834.3
113-159;113;159;200;OK;2334.3;468.7
4-156;4;156;200;OK;2155.9;559.1
76-89;76;89;200;OK;1634.8;354.9
164-109;164;109;200;OK;2315.7;463.1
83-66;83;66;200;OK;2269.4;454.2
174-95;174;95;200;OK;3566.0;879.2
56-85;56;85;200;OK;1629.6;368.0
136-13;136;13;200;OK;4232.2;903.8
51-56;51;56;200;OK;2043.1;563.3
129-13;129;13;200;OK;3498.2;778.3
95-163;95;163;200;OK;2140.1;441.4
114-128;114;128;200;OK;4914.6;994.8
57-61;57;61;200;OK;3826.6;828.5
7-156;7;156;200;OK;2439.2;487.8
143-33;143;33;200;OK;4864.7;972.9
173-4;173;4;200;OK;4297.1;987.3
141-168;141;168;200;OK;3308.5;661.7
139-174;139;174;200;OK;6451.1;1468.9
65-144;65;144;200;OK;4106.8;821.3
65-146;65;146;200;OK;4183.4;836.7
154-156;154;156;200;OK;1638.9;361.9
168-41;168;41;200;OK;3432.8;686.5
44-152;44;152;200;OK;5474.9;1102.0
36-8;36;8;200;OK;2003.4;478.7
14-36;14;36;200;OK;2050.1;524.9
129-133;129;133;200;OK;1180.0;257.3
152-163;152;163;200;OK;2258.2;451.6
46-1;46;1;200;OK;1435.4;370.7
171-78;171;78;200;OK;3041.4;634.2
117-163;117;163;200;OK;1636.0;327.2
161-26;161;26;200;OK;3020.4;611.2
75-95;75;95;200;OK;2051.6;423.7
171-113;171;113;200;OK;2390.9;481.3
166-101;166;101;200;OK;1701.9;340.4
101-32;101;32;200;OK;1623.5;329.3
106-106;106;106;200;OK;0;0
103-145;103;145;200;OK;4292.1;858.4
18-53;18;53;200;OK;3399.9;721.2
23-81;23;81;200;OK;4325.2;892.5
42-53;42;53;200;OK;1914.9;387.0
168-54;168;54;200;OK;4232.3;865.8
168-46;168;46;200;OK;4402.5;880.5
83-95;83;95;200;OK;3098.8;633.1
135-164;135;164;200;OK;6167.2;1306.4
44-24;44;24;200;OK;1741.5;391.8
12-116;12;116;200;OK;2311.0;468.1
159-145;159;145;200;OK;1345.5;270.9
34-4;34;4;200;OK;1942.5;518.6
4-17;4;17;200;OK;1233.0;374.5
57-55;57;55;200;OK;1038.6;218.5
103-33;103;33;200;OK;2690.9;538.2
75-113;75;113;200;OK;2217.8;446.7
174-132;174;132;200;OK;2258.1;617.5
133-129;133;129;200;OK;1281.7;277.6
79-4;79;4;200;OK;4831.8;1149.0
135-1;135;1;200;OK;4573.0;989.9
78-163;78;163;200;OK;3965.3;836.3
174-8;174;8;200;OK;2624.9;683.2
77-33;77;33;200;OK;3166.3;677.6
45-163;45;163;200;OK;3086.8;698.6
42-47;42;47;200;OK;1240.2;298.2
153-56;153;56;200;OK;3816.4;807.7
114-101;114;101;200;OK;1421.4;284.3
138-154;138;154;200;OK;2002.9;411.0
150-64;150;64;200;OK;4137.2;830.0
118-118;118;118;200;OK;0;0
127-67;127;67;200;OK;3608.3;766.0
39-98;39;98;200;OK;2907.2;612.7
173-81;173;81;200;OK;6651.5;1334.7
94-162;94;162;200;OK;1961.7;398.3
47-113;47;113;200;OK;2914.0;619.9
114-16;114;16;200;OK;3528.2;705.6
127-49;127;49;200;OK;2435.7;505.5
52-82;52;82;200;OK;3371.4;712.5
13-4;13;4;200;OK;624.8;252.9
127-25;127;25;200;OK;3474.3;719.0
160-119;160;119;200;OK;1526.7;349.1
116-116;116;116;200;OK;0;0
139-168;139;168;200;OK;3823.7;764.7
163-43;163;43;200;OK;3196.1;669.2
161-9;161;9;200;OK;1694.4;338.9
156-78;156;78;200;OK;5153.2;1056.5
10-163;10;163;200;OK;2604.7;533.0
170-17;170;17;200;OK;3674.1;734.8
77-2;77;2;200;OK;3983.5;842.0
163-131;163;131;200;OK;1329.0;265.8
163-157;163;157;200;OK;1028.7;205.7
129-47;129;47;200;OK;1518.1;402.1
114-11;114;11;200;OK;2307.8;466.8
114-9;114;9;200;OK;2330.5;466.1
57-33;57;33;200;OK;1552.4;357.4
47-107;47;107;200;OK;3265.9;690.3
118-12;118;12;200;OK;1998.0;440.3
149-18;149;18;200;OK;3264.6;687.8
77-64;77;64;200;OK;2953.6;608.1
88-46;88;46;200;OK;2844.8;584.5
116-25;116;25;200;OK;2218.1;475.1
135-9;135;9;200;OK;5210.1;1114.9
128-73;128;73;200;OK;2053.7;445.4
90-9;90;9;200;OK;1885.8;377.2
161-14;161;14;200;OK;2496.6;502.9
171-55;171;55;200;OK;4952.8;990.5
108-35;108;35;200;OK;2803.3;565.3
65-164;65;164;200;OK;3178.8;635.7
128-128;128;128;200;OK;0;0
46-5;46;5;200;OK;3121.5;658.5
129-108;129;108;200;OK;4496.1;920.5
171-99;171;99;200;OK;2625.4;525.1
142-9;142;9;200;OK;3209.3;641.8
139-99;139;99;200;OK;4767.8;953.5
90-3;90;3;200;OK;2873.9;625.9
153-91;153;91;200;OK;3224.8;664.7
33-44;33;44;200;OK;1236.8;315.2
164-2;164;2;200;OK;3249.9;651.0
32-108;32;108;200;OK;2292.0;463.0
114-171;114;171;200;OK;530.4;106.1
105-93;105;93;200;OK;1555.2;311.0
45-52;45;52;200;OK;1477.6;334.7
115-66;115;66;200;OK;1757.6;351.8
64-93;64;93;200;OK;1520.0;304.0
139-53;139;53;200;OK;6913.2;1382.6
117-164;117;164;200;OK;2276.5;455.3
172-153;172;153;200;OK;2685.8;537.1
106-174;106;174;200;OK;5101.9;1195.3
106-86;106;86;200;OK;3679.0;735.8
6-33;6;33;200;OK;2321.6;464.3
85-64;85;64;200;OK;1570.1;314.0
114-136;114;136;200;OK;5649.8;1129.9
106-171;106;171;200;OK;1169.9;234.0
81-144;81;144;200;OK;6228.8;1279.5
80-144;80;144;200;OK;5841.1;1208.3
40-119;40;119;200;OK;2391.5;555.5
89-134;89;134;200;OK;3974.3;797.4
39-63;39;63;200;OK;2095.5;463.6
101-101;101;101;200;OK;0;0
145-8;145;8;200;OK;3235.8;647.1
24-89;24;89;200;OK;4022.3;843.6
122-64;122;64;200;OK;3073.4;630.8
95-21;95;21;200;OK;1647.1;348.5
64-96;64;96;200;OK;1427.3;290.4
129-148;129;148;200;OK;6744.4;1370.1
63-43;63;43;200;OK;2226.8;497.9
156-131;156;131;200;OK;2039.7;407.9
37-62;37;62;200;OK;1316.2;329.8
21-77;21;77;200;OK;3934.8;804.6
171-131;171;131;200;OK;4070.1;816.8
39-57;39;57;200;OK;1286.5;373.7
129-54;129;54;200;OK;1736.5;399.6
45-34;45;34;200;OK;2163.4;434.9
74-69;74;69;200;OK;2225.0;461.1
174-17;174;17;200;OK;1703.1;498.9
132-59;132;59;200;OK;2431.5;563.8
149-9;149;9;200;OK;2352.2;472.0
67-12;67;12;200;OK;4269.0;878.7
48-23;48;23;200;OK;2247.0;543.9
57-11;57;11;200;OK;3161.9;681.8
87-87;87;87;200;OK;0;0
153-118;153;118;200;OK;3091.3;618.2
90-111;90;111;200;OK;1094.7;218.9
45-107;45;107;200;OK;2548.4;543.0
102-148;102;148;200;OK;3243.5;662.9
170-103;170;103;200;OK;962.8;192.6
156-6;156;6;200;OK;1536.1;307.2
9-9;9;9;200;OK;0;0
77-79;77;79;200;OK;1410.7;295.9
51-83;51;83;200;OK;2353.0;524.7
42-12;42;12;200;OK;2449.3;536.7
116-12;116;12;200;OK;2385.9;521.2
56-102;56;102;200;OK;2831.7;631.9
19-163;19;163;200;OK;1804.4;372.1
77-3;77;3;200;OK;4708.3;980.8
84-77;84;77;200;OK;2429.9;498.0
149-167;149;167;200;OK;2533.5;536.7
123-106;123;106;200;OK;4251.6;850.3
156-56;156;56;200;OK;3709.1;786.2
163-54;163;54;200;OK;3473.6;714.0
133-116;133;116;200;OK;4096.5;819.3
95-84;95;84;200;OK;2820.8;577.5
84-103;84;103;200;OK;3146.5;629.3
53-59;53;59;200;OK;3066.9;764.9
144-54;144;54;200;OK;5266.9;1072.7
102-164;102;164;200;OK;2689.9;552.2
150-105;150;105;200;OK;4797.7;962.1
6-104;6;104;200;OK;2742.1;569.9
48-164;48;164;200;OK;4059.8;880.2
128-101;128;101;200;OK;3892.1;778.4
31-1;31;1;200;OK;1331.8;274.5
50-34;50;34;200;OK;2053.6;412.9
47-1;47;1;200;OK;2212.7;547.7
43-45;43;45;200;OK;1041.0;208.2
57-89;57;89;200;OK;3106.8;629.7
36-3;36;3;200;OK;1631.5;390.4
14-163;14;163;200;OK;1637.0;360.0
154-172;154;172;200;OK;2175.3;459.9
130-56;130;56;200;OK;2090.3;462.5
157-162;157;162;200;OK;2620.1;524.0
46-95;46;95;200;OK;2865.8;623.7
126-133;126;133;200;OK;2455.1;491.0
133-125;133;125;200;OK;3915.9;783.1
46-3;46;3;200;OK;2287.2;484.9
19-55;19;55;200;OK;3111.1;630.9
43-83;43;83;200;OK;3045.2;610.3
170-81;170;81;200;OK;3520.2;704.0
80-8;80;8;200;OK;3785.3;797.1
141-156;141;156;200;OK;2175.2;435.0
36-15;36;15;200;OK;2184.1;473.3
156-14;156;14;200;OK;2176.8;442.8
42-15;42;15;200;OK;2031.8;406.3
78-108;78;108;200;OK;2844.6;612.2
78-45;78;45;200;OK;2397.3;517.9
80-1;80;1;200;OK;3590.8;726.8
