id;origen;final;status;reason;distance;duration
158-103;158;103;200;OK;3502.8;583.2
159-118;159;118;200;OK;3295.7;540.3
57-103;57;103;200;OK;3966.9;685.0
65-163;65;163;200;OK;3137.0;513.3
67-111;67;111;200;OK;2790.6;456.6
100-16;100;16;200;OK;2526.4;413.4
122-136;122;136;200;OK;4787.5;794.9
92-154;92;154;200;OK;2851.0;474.4
102-13;102;13;200;OK;2727.7;456.5
21-21;21;21;200;OK;0;0
81-21;81;21;200;OK;3969.0;698.4
111-62;111;62;200;OK;1195.2;195.6
58-167;58;167;200;OK;1753.8;287.0
11-18;11;18;200;OK;1543.4;289.8
172-83;172;83;200;OK;6817.7;1115.6
144-143;144;143;200;OK;1064.1;174.1
140-96;140;96;200;OK;5137.2;844.2
73-15;73;15;200;OK;3814.6;624.2
164-26;164;26;200;OK;2968.0;490.8
33-157;33;157;200;OK;3501.8;573.0
131-11;131;11;200;OK;2063.3;338.7
134-174;134;174;200;OK;2207.1;501.0
102-78;102;78;200;OK;1667.6;301.6
113-46;113;46;200;OK;2409.9;394.3
44-66;44;66;200;OK;3553.3;636.1
153-104;153;104;200;OK;3610.3;601.2
139-149;139;149;200;OK;2056.3;336.5
156-9;156;9;200;OK;2068.0;338.4
168-48;168;48;200;OK;3935.3;729.7
121-26;121;26;200;OK;1585.8;264.6
75-66;75;66;200;OK;665.8;109.3
66-95;66;95;200;OK;1590.2;270.2
91-103;91;103;200;OK;2052.3;340.3
35-21;35;21;200;OK;1248.9;259.0
104-47;104;47;200;OK;4045.6;760.8
155-82;155;82;200;OK;6138.8;1013.3
81-142;81;142;200;OK;7402.5;1235.4
167-65;167;65;200;OK;2975.5;486.9
152-103;152;103;200;OK;2789.1;459.6
69-59;69;59;200;OK;2264.4;385.7
23-24;23;24;200;OK;8.2;13.1
146-103;146;103;200;OK;3561.3;585.9
74-169;74;169;200;OK;3471.8;573.9
106-76;106;76;200;OK;916.1;174.7
167-131;167;131;200;OK;2697.3;441.4
103-84;103;84;200;OK;3265.1;547.4
148-39;148;39;200;OK;5670.5;966.1
138-3;138;3;200;OK;5855.8;1002.3
114-121;114;121;200;OK;4168.1;682.0
157-1;157;1;200;OK;3340.9;548.9
135-85;135;85;200;OK;2837.3;517.9
172-139;172;139;200;OK;2669.5;445.7
164-171;164;171;200;OK;3183.6;520.9
172-55;172;55;200;OK;6890.6;1127.5
131-73;131;73;200;OK;3945.1;645.5
74-136;74;136;200;OK;3667.3;611.6
96-155;96;155;200;OK;2740.3;452.0
114-87;114;87;200;OK;2472.4;404.5
17-134;17;134;200;OK;2510.0;438.7
75-158;75;158;200;OK;4511.2;741.7
92-86;92;86;200;OK;2849.4;466.2
89-107;89;107;200;OK;2937.6;504.8
161-151;161;151;200;OK;1379.2;271.7
161-111;161;111;200;OK;2480.9;406.0
16-14;16;14;200;OK;596.7;100.2
150-15;150;15;200;OK;4079.6;670.3
85-133;85;133;200;OK;2262.8;370.3
141-157;141;157;200;OK;2034.3;332.9
25-82;25;82;200;OK;4223.9;718.7
62-172;62;172;200;OK;5059.1;827.8
116-53;116;53;200;OK;5189.5;852.0
7-8;7;8;200;OK;129.3;21.2
119-123;119;123;200;OK;2034.0;343.8
9-86;9;86;200;OK;2749.1;449.8
119-124;119;124;200;OK;2012.6;340.3
37-38;37;38;200;OK;238.6;105.1
93-11;93;11;200;OK;1596.3;265.3
104-38;104;38;200;OK;3601.9;638.9
105-47;105;47;200;OK;3893.5;725.4
19-74;19;74;200;OK;3037.8;532.7
91-125;91;125;200;OK;3423.8;564.7
130-83;130;83;200;OK;3854.4;630.7
1-161;1;161;200;OK;3297.6;543.2
15-51;15;51;200;OK;3419.8;601.2
124-4;124;4;200;OK;1603.5;352.9
118-44;118;44;200;OK;3891.6;686.1
128-19;128;19;200;OK;3182.6;562.4
158-115;158;115;200;OK;2460.3;412.7
156-144;156;144;200;OK;3545.0;580.1
59-74;59;74;200;OK;3366.4;586.6
67-131;67;131;200;OK;5222.1;854.5
58-37;58;37;200;OK;1569.5;419.9
168-75;168;75;200;OK;4634.5;758.3
103-36;103;36;200;OK;3402.7;626.0
49-21;49;21;200;OK;2508.7;485.2
148-18;148;18;200;OK;4164.7;717.6
31-124;31;124;200;OK;2458.5;405.7
50-48;50;48;200;OK;1221.0;230.3
4-119;4;119;200;OK;2425.4;498.4
138-166;138;166;200;OK;3525.4;580.1
3-19;3;19;200;OK;683.8;119.9
121-4;121;4;200;OK;1590.1;390.0
40-57;40;57;200;OK;2070.1;393.1
6-155;6;155;200;OK;3307.0;541.1
112-38;112;38;200;OK;2321.0;418.8
162-108;162;108;200;OK;1233.9;201.9
84-149;84;149;200;OK;5080.8;831.4
58-169;58;169;200;OK;664.6;108.7
16-156;16;156;200;OK;2777.1;454.4
129-123;129;123;200;OK;3708.0;629.7
151-134;151;134;200;OK;5717.6;991.1
31-149;31;149;200;OK;4481.0;734.7
112-106;112;106;200;OK;1782.7;291.7
121-115;121;115;200;OK;3661.7;599.2
23-17;23;17;200;OK;822.8;155.6
11-53;11;53;200;OK;2641.2;433.2
173-139;173;139;200;OK;2011.2;329.1
23-133;23;133;200;OK;2920.2;526.8
42-18;42;18;200;OK;1914.5;380.5
114-88;114;88;200;OK;2235.8;365.8
13-12;13;12;200;OK;535.0;122.2
79-54;79;54;200;OK;1529.4;278.2
40-39;40;39;200;OK;1073.4;214.5
17-35;17;35;200;OK;1128.0;196.2
55-31;55;31;200;OK;1474.1;260.7
94-71;94;71;200;OK;3631.0;598.4
82-103;82;103;200;OK;3111.9;518.0
18-125;18;125;200;OK;2148.3;397.2
45-48;45;48;200;OK;1318.9;269.4
50-166;50;166;200;OK;5592.7;946.7
166-1;166;1;200;OK;3549.7;583.0
72-76;72;76;200;OK;3126.8;548.2
152-157;152;157;200;OK;1678.4;288.2
135-78;135;78;200;OK;4221.5;789.1
142-129;142;129;200;OK;6595.6;1092.5
115-46;115;46;200;OK;3499.1;572.5
35-53;35;53;200;OK;2507.5;413.1
90-129;90;129;200;OK;3607.7;599.6
16-65;16;65;200;OK;3539.2;579.1
36-35;36;35;200;OK;290.8;103.4
121-164;121;164;200;OK;2740.9;448.5
148-15;148;15;200;OK;5303.8;867.8
121-145;121;145;200;OK;4436.0;725.9
112-162;112;162;200;OK;1829.8;299.4
25-91;25;91;200;OK;1247.1;235.5
126-51;126;51;200;OK;1705.7;320.6
99-159;99;159;200;OK;1983.1;325.6
123-48;123;48;200;OK;2243.8;448.7
114-71;114;71;200;OK;4031.5;659.7
92-23;92;23;200;OK;2331.1;402.4
4-157;4;157;200;OK;1870.4;396.6
37-129;37;129;200;OK;1930.5;426.0
112-58;112;58;200;OK;1436.0;235.0
162-128;162;128;200;OK;4705.6;808.7
109-33;109;33;200;OK;1827.9;299.1
86-114;86;114;200;OK;4008.9;656.0
147-7;147;7;200;OK;3576.0;615.8
63-149;63;149;200;OK;2749.5;453.4
5-115;5;115;200;OK;2040.4;336.8
71-44;71;44;200;OK;1395.4;228.3
25-59;25;59;200;OK;836.2;210.3
92-118;92;118;200;OK;3469.3;567.7
93-77;93;77;200;OK;3813.9;624.1
14-174;14;174;200;OK;2400.6;562.3
93-104;93;104;200;OK;1670.6;283.8
132-118;132;118;200;OK;2878.0;480.4
162-94;162;94;200;OK;1970.9;337.8
171-57;171;57;200;OK;5072.7;838.8
84-72;84;72;200;OK;1140.7;186.6
106-82;106;82;200;OK;2652.1;442.8
151-79;151;79;200;OK;5970.8;991.1
30-18;30;18;200;OK;1232.1;237.8
144-17;144;17;200;OK;4456.9;729.3
113-111;113;111;200;OK;408.9;66.9
92-103;92;103;200;OK;1307.6;214.0
163-146;163;146;200;OK;2672.4;437.3
171-19;171;19;200;OK;3359.2;557.7
93-144;93;144;200;OK;2350.9;384.7
108-167;108;167;200;OK;767.5;125.6
113-138;113;138;200;OK;4741.1;777.7
158-114;158;114;200;OK;3546.7;590.4
165-76;165;76;200;OK;3975.9;682.3
111-113;111;113;200;OK;523.2;87.9
107-67;107;67;200;OK;2076.5;339.8
89-66;89;66;200;OK;2614.9;428.2
170-87;170;87;200;OK;3463.9;566.8
89-135;89;135;200;OK;4238.8;750.2
139-146;139;146;200;OK;1978.7;323.8
113-96;113;96;200;OK;1330.7;221.3
67-58;67;58;200;OK;3710.4;607.1
93-9;93;9;200;OK;1468.1;242.5
135-16;135;16;200;OK;4703.5;831.5
58-125;58;125;200;OK;2071.7;339.0
151-138;151;138;200;OK;1807.7;295.8
124-149;124;149;200;OK;3611.0;590.9
93-94;93;94;200;OK;1379.9;237.9
118-174;118;174;200;OK;3180.0;683.9
131-174;131;174;200;OK;2684.1;602.7
99-77;99;77;200;OK;3481.7;569.7
8-76;8;76;200;OK;3616.5;616.6
154-97;154;97;200;OK;2785.4;472.2
34-25;34;25;200;OK;603.7;117.7
143-138;143;138;200;OK;1403.0;229.6
54-59;54;59;200;OK;3091.8;543.3
21-128;21;128;200;OK;2800.9;462.4
107-125;107;125;200;OK;3623.3;592.9
8-6;8;6;200;OK;752.9;123.2
67-46;67;46;200;OK;3814.5;635.9
40-133;40;133;200;OK;1759.2;295.6
28-139;28;139;200;OK;5461.7;940.9
66-134;66;134;200;OK;4716.7;772.1
44-74;44;74;200;OK;3669.8;644.1
164-17;164;17;200;OK;2631.3;430.5
28-133;28;133;200;OK;1917.9;373.4
155-45;155;45;200;OK;5177.4;856.1
106-87;106;87;200;OK;1849.1;302.6
16-46;16;46;200;OK;2629.5;468.0
44-124;44;124;200;OK;1735.7;292.3
34-125;34;125;200;OK;2011.1;330.7
6-97;6;97;200;OK;1633.1;267.2
13-2;13;2;200;OK;2335.9;383.1
65-81;65;81;200;OK;2171.1;355.3
21-46;21;46;200;OK;1885.7;312.6
139-44;139;44;200;OK;5927.4;1025.4
27-59;27;59;200;OK;1190.9;266.9
25-161;25;161;200;OK;2908.1;494.6
2-79;2;79;200;OK;3020.3;513.2
1-125;1;125;200;OK;3295.4;549.3
55-14;55;14;200;OK;4276.0;702.2
140-4;140;4;200;OK;4353.7;802.9
26-77;26;77;200;OK;4848.5;807.0
91-151;91;151;200;OK;3117.5;514.6
92-13;92;13;200;OK;2140.0;350.2
3-9;3;9;200;OK;1445.3;236.5
167-57;167;57;200;OK;4376.2;724.8
107-163;107;163;200;OK;2426.2;397.0
25-104;25;104;200;OK;3494.4;604.5
161-126;161;126;200;OK;5562.7;910.2
91-67;91;67;200;OK;2414.8;399.6
75-119;75;119;200;OK;5826.8;964.4
149-126;149;126;200;OK;6301.9;1032.3
83-94;83;94;200;OK;2735.6;459.7
35-45;35;45;200;OK;1155.3;209.8
163-82;163;82;200;OK;5171.2;855.0
51-15;51;15;200;OK;3266.3;576.0
23-142;23;142;200;OK;4226.4;712.5
51-21;51;21;200;OK;2848.9;576.6
75-44;75;44;200;OK;3631.1;662.1
18-3;18;3;200;OK;465.8;140.6
16-66;16;66;200;OK;3776.3;618.2
169-53;169;53;200;OK;3664.5;599.6
132-44;132;44;200;OK;2794.0;466.7
31-79;31;79;200;OK;2501.7;426.3
87-54;87;54;200;OK;2386.0;404.2
151-6;151;6;200;OK;2950.4;482.8
50-95;50;95;200;OK;4233.6;733.9
82-44;82;44;200;OK;3288.7;547.0
112-126;112;126;200;OK;3378.6;591.6
67-51;67;51;200;OK;4304.1;754.2
81-114;81;114;200;OK;3283.8;566.4
3-82;3;82;200;OK;4146.9;688.8
81-45;81;45;200;OK;3072.0;511.6
103-18;103;18;200;OK;3026.1;531.3
15-57;15;57;200;OK;3021.5;552.5
137-102;137;102;200;OK;5138.6;851.0
117-4;117;4;200;OK;1636.4;358.3
91-58;91;58;200;OK;1514.0;252.2
143-9;143;9;200;OK;3299.5;539.9
71-18;71;18;200;OK;2832.8;516.3
71-83;71;83;200;OK;1559.3;256.6
77-8;77;8;200;OK;3862.3;632.7
121-39;121;39;200;OK;2482.6;437.3
18-63;18;63;200;OK;708.2;156.3
8-174;8;174;200;OK;3256.7;696.4
139-163;139;163;200;OK;3198.6;523.4
131-156;131;156;200;OK;2883.4;471.8
26-164;26;164;200;OK;2472.7;409.7
106-74;106;74;200;OK;1753.9;293.9
167-159;167;159;200;OK;767.1;126.6
47-7;47;7;200;OK;2427.9;501.3
113-36;113;36;200;OK;2226.3;433.5
147-171;147;171;200;OK;3419.6;593.4
99-147;99;147;200;OK;3026.5;497.7
169-142;169;142;200;OK;2768.4;453.0
50-128;50;128;200;OK;1812.8;296.6
37-18;37;18;200;OK;1694.1;364.8
163-112;163;112;200;OK;1923.8;314.8
17-12;17;12;200;OK;749.9;149.2
94-65;94;65;200;OK;751.9;127.3
43-36;43;36;200;OK;690.5;134.4
45-38;45;38;200;OK;732.4;136.7
139-137;139;137;200;OK;1334.9;218.4
122-169;122;169;200;OK;1937.0;336.0
109-103;109;103;200;OK;1930.2;315.8
49-132;49;132;200;OK;2750.2;473.8
173-93;173;93;200;OK;3401.7;556.6
59-92;59;92;200;OK;2424.2;429.5
161-56;161;56;200;OK;3469.8;605.6
57-127;57;127;200;OK;2505.9;419.9
36-26;36;26;200;OK;1207.1;232.4
155-114;155;114;200;OK;2436.9;398.7
114-66;114;66;200;OK;1184.8;198.2
44-162;44;162;200;OK;4432.3;779.6
142-18;142;18;200;OK;4097.0;705.3
113-154;113;154;200;OK;3260.4;541.4
118-15;118;15;200;OK;1681.8;275.2
17-23;17;23;200;OK;828.0;156.4
166-52;166;52;200;OK;4909.4;817.6
109-84;109;84;200;OK;2675.6;437.8
111-133;111;133;200;OK;3735.2;666.7
17-9;17;9;200;OK;1650.6;270.1
14-31;14;31;200;OK;3245.1;533.5
47-122;47;122;200;OK;3428.5;628.9
38-79;38;79;200;OK;3113.5;530.8
19-161;19;161;200;OK;2426.8;406.6
9-174;9;174;200;OK;3349.9;711.6
162-49;162;49;200;OK;4990.9;882.3
101-142;101;142;200;OK;4886.3;799.5
108-69;108;69;200;OK;1637.0;267.9
115-104;115;104;200;OK;1121.4;194.0
56-136;56;136;200;OK;3116.8;535.7
162-169;162;169;200;OK;2232.1;365.2
53-27;53;27;200;OK;2883.4;482.1
161-6;161;6;200;OK;1686.8;276.0
94-3;94;3;200;OK;3213.8;579.5
79-104;79;104;200;OK;2326.9;410.3
137-163;137;163;200;OK;3656.2;598.2
169-131;169;131;200;OK;1382.7;226.2
25-83;25;83;200;OK;3650.6;616.1
73-1;73;1;200;OK;2075.6;368.0
121-129;121;129;200;OK;4023.1;667.6
71-136;71;136;200;OK;2018.1;330.2
5-26;5;26;200;OK;1564.2;264.0
47-18;47;18;200;OK;2589.6;546.9
35-126;35;126;200;OK;3433.5;564.6
42-62;42;62;200;OK;2408.7;432.6
170-14;170;14;200;OK;3560.2;585.1
163-108;163;108;200;OK;1853.1;303.2
73-31;73;31;200;OK;1036.7;213.2
149-53;149;53;200;OK;5376.0;880.8
151-16;151;16;200;OK;3635.9;594.9
20-3;20;3;200;OK;1604.9;284.1
57-21;57;21;200;OK;2283.0;446.7
118-39;118;39;200;OK;3463.8;597.8
151-4;151;4;200;OK;3199.2;614.0
15-162;15;162;200;OK;3812.0;623.7
58-81;58;81;200;OK;4481.0;733.2
131-51;131;51;200;OK;4014.1;695.0
56-6;56;6;200;OK;2423.3;440.3
80-126;80;126;200;OK;1903.1;315.9
126-129;126;129;200;OK;1379.3;235.0
161-144;161;144;200;OK;2675.8;437.8
8-5;8;5;200;OK;946.3;168.4
1-69;1;69;200;OK;1354.4;223.8
12-125;12;125;200;OK;1923.8;319.1
143-76;143;76;200;OK;5639.0;958.5
41-26;41;26;200;OK;1620.1;274.0
46-94;46;94;200;OK;3801.2;664.6
62-122;62;122;200;OK;3057.5;500.3
57-137;57;137;200;OK;6583.7;1113.1
114-67;114;67;200;OK;1433.4;239.5
43-39;43;39;200;OK;616.4;115.5
65-56;65;56;200;OK;2953.7;521.2
160-61;160;61;200;OK;1362.5;230.5
46-32;46;32;200;OK;1166.7;263.5
128-165;128;165;200;OK;4772.1;787.7
10-23;10;23;200;OK;1371.4;258.3
135-15;135;15;200;OK;4576.6;802.5
119-14;119;14;200;OK;1924.4;328.4
24-133;24;133;200;OK;2928.4;539.9
105-4;105;4;200;OK;3264.3;624.7
139-82;139;82;200;OK;8002.2;1318.2
14-139;14;139;200;OK;4229.8;746.4
57-165;57;165;200;OK;3977.7;693.6
171-145;171;145;200;OK;3958.3;647.7
43-6;43;6;200;OK;2635.8;439.5
172-46;172;46;200;OK;6330.3;1035.8
105-8;105;8;200;OK;2324.8;381.1
25-38;25;38;200;OK;1543.4;313.4
103-92;103;92;200;OK;994.6;162.7
3-43;3;43;200;OK;1563.7;283.9
48-8;48;8;200;OK;2523.7;509.8
24-55;24;55;200;OK;2812.2;492.8
6-145;6;145;200;OK;2824.9;462.2
8-45;8;45;200;OK;2537.1;478.7
29-127;29;127;200;OK;3997.8;694.2
46-77;46;77;200;OK;3176.3;554.5
155-23;155;23;200;OK;4327.1;729.0
146-143;146;143;200;OK;633.9;103.7
65-55;65;55;200;OK;3801.4;622.0
155-149;155;149;200;OK;3117.9;514.3
73-136;73;136;200;OK;2227.8;364.5
163-35;163;35;200;OK;2701.2;453.6
15-4;15;4;200;OK;1555.7;345.1
162-77;162;77;200;OK;4411.2;725.0
4-29;4;29;200;OK;2194.3;506.3
170-129;170;129;200;OK;5138.5;850.1
171-62;171;62;200;OK;3045.5;498.3
58-132;58;132;200;OK;2507.2;472.6
45-7;45;7;200;OK;1816.3;366.5
16-59;16;59;200;OK;757.9;176.0
21-14;21;14;200;OK;2173.9;362.3
38-48;38;48;200;OK;783.1;187.6
119-132;119;132;200;OK;2435.9;423.2
65-5;65;5;200;OK;2941.8;495.0
98-58;98;58;200;OK;1272.8;225.7
104-169;104;169;200;OK;2624.9;440.0
25-127;25;127;200;OK;4495.3;753.9
38-17;38;17;200;OK;1488.1;259.1
56-163;56;163;200;OK;2811.8;503.9
23-92;23;92;200;OK;2515.6;432.6
165-95;165;95;200;OK;1702.0;305.0
26-56;26;56;200;OK;1723.0;324.9
167-155;167;155;200;OK;1986.7;325.1
104-41;104;41;200;OK;4678.5;783.2
76-106;76;106;200;OK;1445.8;258.0
45-106;45;106;200;OK;3943.8;673.7
156-166;156;166;200;OK;2955.9;483.7
81-88;81;88;200;OK;1344.1;219.9
160-49;160;49;200;OK;4081.9;697.4
59-71;59;71;200;OK;2595.9;461.6
111-134;111;134;200;OK;3646.4;596.6
142-8;142;8;200;OK;3802.0;626.1
107-94;107;94;200;OK;1539.0;263.9
93-63;93;63;200;OK;2570.6;467.7
73-54;73;54;200;OK;605.8;112.9
45-121;45;121;200;OK;3327.6;544.5
31-75;31;75;200;OK;3272.8;548.7
116-49;116;49;200;OK;3810.4;649.1
74-129;74;129;200;OK;2980.9;508.6
10-131;10;131;200;OK;2601.1;438.6
107-63;107;63;200;OK;2330.4;426.1
8-75;8;75;200;OK;3182.5;520.7
99-12;99;12;200;OK;1344.0;257.4
169-3;169;3;200;OK;1654.5;314.9
5-48;5;48;200;OK;3223.5;612.0
66-115;66;115;200;OK;1920.3;314.6
166-104;166;104;200;OK;1425.7;243.8
106-162;106;162;200;OK;3001.8;491.2
63-44;63;44;200;OK;2364.5;458.9
125-17;125;17;200;OK;2212.4;365.5
38-127;38;127;200;OK;3703.6;612.9
32-8;32;8;200;OK;938.4;156.8
48-161;48;161;200;OK;4427.6;765.0
128-106;128;106;200;OK;5226.4;855.2
103-56;103;56;200;OK;3034.4;534.4
85-1;85;1;200;OK;2200.1;362.2
124-65;124;65;200;OK;3427.2;560.8
166-174;166;174;200;OK;5077.0;994.2
111-87;111;87;200;OK;3601.4;589.3
134-126;134;126;200;OK;1985.5;324.9
81-79;81;79;200;OK;1259.3;220.2
63-67;63;67;200;OK;3957.9;651.1
164-101;164;101;200;OK;3223.1;527.4
91-153;91;153;200;OK;3488.0;588.8
12-67;12;67;200;OK;3750.7;613.7
93-105;93;105;200;OK;1788.7;292.7
44-128;44;128;200;OK;2943.5;481.6
148-159;148;159;200;OK;1647.0;278.7
35-102;35;102;200;OK;3065.2;514.5
146-38;146;38;200;OK;4800.1;824.5
42-82;42;82;200;OK;3758.8;637.3
3-162;3;162;200;OK;3440.3;562.9
6-78;6;78;200;OK;3729.5;628.8
139-14;139;14;200;OK;4463.3;732.9
99-139;99;139;200;OK;4770.8;780.6
90-137;90;137;200;OK;4956.2;815.3
107-87;107;87;200;OK;3445.7;563.8
10-13;10;13;200;OK;1688.3;289.2
110-128;110;128;200;OK;3337.0;584.8
108-128;108;128;200;OK;3531.2;616.6
4-6;4;6;200;OK;864.0;231.9
36-64;36;64;200;OK;1881.0;366.2
63-26;63;26;200;OK;873.8;170.8
145-129;145;129;200;OK;5844.5;965.6
58-94;58;94;200;OK;2634.4;443.1
60-96;60;96;200;OK;2892.7;487.7
97-3;97;3;200;OK;2449.7;450.2
107-59;107;59;200;OK;1969.6;337.5
109-63;109;63;200;OK;1934.1;361.2
80-56;80;56;200;OK;2996.0;559.9
51-16;51;16;200;OK;2821.8;559.8
111-6;111;6;200;OK;1476.5;241.6
136-16;136;16;200;OK;4429.4;756.9
111-5;111;5;200;OK;1764.9;302.4
51-48;51;48;200;OK;881.7;216.3
9-124;9;124;200;OK;2064.7;337.8
42-172;42;172;200;OK;7263.0;1213.2
113-162;113;162;200;OK;2223.4;363.8
133-2;133;2;200;OK;3025.0;508.7
43-15;43;15;200;OK;2236.6;366.0
144-88;144;88;200;OK;4933.6;810.5
150-139;150;139;200;OK;1370.5;297.3
138-142;138;142;200;OK;2025.9;331.5
49-2;49;2;200;OK;2503.6;433.5
6-19;6;19;200;OK;1334.1;264.8
170-98;170;98;200;OK;2148.0;363.6
44-174;44;174;200;OK;962.1;297.3
23-76;23;76;200;OK;3399.5;602.0
82-59;82;59;200;OK;4983.7;839.6
133-154;133;154;200;OK;6343.8;1054.2
39-34;39;34;200;OK;942.4;170.4
111-66;111;66;200;OK;1723.9;282.4
18-47;18;47;200;OK;2685.3;537.9
23-26;23;26;200;OK;657.4;133.6
43-21;43;21;200;OK;2010.7;393.6
109-51;109;51;200;OK;3633.3;632.7
94-38;94;38;200;OK;3560.9;626.0
174-119;174;119;200;OK;2934.3;631.0
53-71;53;71;200;OK;1667.0;273.8
158-66;158;66;200;OK;4120.1;684.6
62-114;62;114;200;OK;3140.1;513.8
66-89;66;89;200;OK;2386.7;390.9
83-89;83;89;200;OK;824.3;134.9
92-161;92;161;200;OK;2438.3;400.4
51-44;51;44;200;OK;1765.1;380.6
42-35;42;35;200;OK;902.6;169.6
115-35;115;35;200;OK;3220.5;534.1
91-131;91;131;200;OK;3025.7;499.6
165-131;165;131;200;OK;2398.4;399.3
44-54;44;54;200;OK;1820.8;311.8
96-29;96;29;200;OK;3180.3;567.4
5-2;5;2;200;OK;2142.3;354.4
124-134;124;134;200;OK;2781.5;483.1
3-79;3;79;200;OK;3828.2;641.9
143-101;143;101;200;OK;4444.8;735.1
52-106;52;106;200;OK;4883.9;848.6
33-87;33;87;200;OK;4796.4;793.4
117-23;117;23;200;OK;2896.9;495.0
109-139;109;139;200;OK;4341.6;710.4
2-133;2;133;200;OK;2116.8;373.4
35-59;35;59;200;OK;1552.3;315.3
63-115;63;115;200;OK;2534.0;418.2
12-121;12;121;200;OK;1710.3;284.1
35-23;35;23;200;OK;1346.7;246.5
21-126;21;126;200;OK;3190.0;526.0
34-61;34;61;200;OK;1837.9;302.3
140-113;140;113;200;OK;4992.9;819.2
165-113;165;113;200;OK;1840.7;310.3
75-159;75;159;200;OK;4188.7;686.5
174-15;174;15;200;OK;1788.3;432.5
50-76;50;76;200;OK;4353.3;748.9
12-163;12;163;200;OK;1056.1;172.8
77-167;77;167;200;OK;4204.3;687.9
44-28;44;28;200;OK;770.0;157.4
24-22;24;22;200;OK;1105.9;221.7
69-148;69;148;200;OK;4335.6;709.4
162-89;162;89;200;OK;5521.0;903.4
72-52;72;52;200;OK;1656.0;340.3
174-123;174;123;200;OK;1677.8;422.1
13-104;13;104;200;OK;3136.1;528.6
35-171;35;171;200;OK;4219.0;693.1
1-171;1;171;200;OK;3848.9;632.0
31-132;31;132;200;OK;3474.9;585.7
26-36;26;36;200;OK;968.6;249.2
82-87;82;87;200;OK;1100.6;217.5
40-125;40;125;200;OK;2782.6;463.1
156-82;156;82;200;OK;6161.3;1017.0
137-3;137;3;200;OK;5533.7;949.6
45-134;45;134;200;OK;2137.3;349.7
153-131;153;131;200;OK;2847.8;466.0
66-83;66;83;200;OK;2602.9;426.3
62-37;62;37;200;OK;1495.4;284.5
65-105;65;105;200;OK;599.7;98.1
139-5;139;5;200;OK;4170.2;696.0
139-46;139;46;200;OK;6534.8;1069.3
99-71;99;71;200;OK;1928.7;315.6
15-123;15;123;200;OK;332.3;54.4
123-91;123;91;200;OK;1805.2;309.5
5-156;5;156;200;OK;1956.7;323.1
12-118;12;118;200;OK;2164.0;358.4
83-55;83;55;200;OK;2128.7;348.3
97-82;97;82;200;OK;3881.4;644.0
44-82;44;82;200;OK;3557.3;592.3
131-155;131;155;200;OK;4279.2;700.2
91-168;91;168;200;OK;2703.6;446.9
69-172;69;172;200;OK;5531.7;905.1
72-172;72;172;200;OK;5704.7;933.5
23-32;23;32;200;OK;742.9;145.8
59-22;59;22;200;OK;1616.3;309.3
17-77;17;77;200;OK;5016.6;829.4
109-3;109;3;200;OK;2139.6;399.5
2-6;2;6;200;OK;2300.3;379.8
167-148;167;148;200;OK;2222.9;363.7
46-154;46;154;200;OK;4861.5;833.9
167-83;167;83;200;OK;4528.1;740.9
55-158;55;158;200;OK;4656.2;765.4
2-26;2;26;200;OK;1183.1;210.1
94-84;94;84;200;OK;3749.8;617.8
118-33;118;33;200;OK;3957.6;647.6
41-18;41;18;200;OK;2163.8;404.8
87-84;87;84;200;OK;2214.4;402.0
20-26;20;26;200;OK;1436.0;240.1
81-84;81;84;200;OK;2239.0;406.0
81-39;81;39;200;OK;3999.3;669.0
117-104;117;104;200;OK;4382.8;732.6
46-2;46;2;200;OK;1421.9;302.9
102-11;102;11;200;OK;1593.7;275.1
122-47;122;47;200;OK;2926.5;531.7
114-84;114;84;200;OK;4150.4;679.1
36-1;36;1;200;OK;1339.3;279.8
133-84;133;84;200;OK;2638.4;431.7
158-61;158;61;200;OK;3022.0;504.6
18-148;18;148;200;OK;4193.9;697.2
96-164;96;164;200;OK;2634.1;434.6
163-81;163;81;200;OK;4893.2;800.7
36-27;36;27;200;OK;1495.6;284.8
71-158;71;158;200;OK;3971.9;659.2
5-151;5;151;200;OK;2609.4;444.9
134-69;134;69;200;OK;3242.0;530.5
84-94;84;94;200;OK;3539.5;591.2
139-164;139;164;200;OK;3095.8;506.6
73-165;73;165;200;OK;3412.4;565.2
139-78;139;78;200;OK;6961.8;1157.7
137-129;137;129;200;OK;7012.1;1156.7
86-115;86;115;200;OK;3059.3;500.6
72-145;72;145;200;OK;4619.9;793.6
89-171;89;171;200;OK;3773.1;617.4
119-34;119;34;200;OK;2031.8;345.0
79-55;79;55;200;OK;2259.9;383.9
8-146;8;146;200;OK;3095.1;521.4
50-66;50;66;200;OK;4788.9;783.9
79-66;79;66;200;OK;1891.5;324.0
85-69;85;69;200;OK;1241.5;203.1
160-15;160;15;200;OK;2169.3;358.9
78-137;78;137;200;OK;6444.0;1085.4
56-107;56;107;200;OK;2186.2;401.5
77-32;77;32;200;OK;3728.4;651.2
41-22;41;22;200;OK;2335.2;416.8
38-26;38;26;200;OK;1190.4;215.5
142-118;142;118;200;OK;3586.4;590.8
136-66;136;66;200;OK;4758.9;805.2
1-145;1;145;200;OK;4729.7;776.1
71-49;71;49;200;OK;2034.9;346.1
108-16;108;16;200;OK;2412.1;394.7
101-84;101;84;200;OK;2371.2;401.1
44-5;44;5;200;OK;2398.9;427.4
